accession	mechanism
B6DCQ9	unassigned
B6DCR0	unassigned
B6DCR1	unassigned
B6DCR2	unassigned
B6DCR3	unassigned
B6DCR4	unassigned
B6DCR5	unassigned
B6DCR6	unassigned
B6DCR7	unassigned
B6DCR8	unassigned
B6DCR9	unassigned
B6DCS0	unassigned
B6DCS1	unassigned
B6DCS2	unassigned
B6DCS3	unassigned
B6DCS4	unassigned
B6DCS5	unassigned
B6DCS6	unassigned
B6DCS7	unassigned
B6DCS8	unassigned
B6DCS9	unassigned
B6DCT0	unassigned
B6DCT1	unassigned
B6DCT2	unassigned
B6DCT3	unassigned
B6DCT4	unassigned
B6DCT5	unassigned
B6DCT6	unassigned
B6DCT7	unassigned
B6DCT8	unassigned
B6DCU0	unassigned
B6DCU1	unassigned
B6DCU2	unassigned
B6DCU3	unassigned
B6DCU4	unassigned
B6DCU5	unassigned
B6DCU6	unassigned
B6DCU7	unassigned
B6DCU8	unassigned
B6DCU9	unassigned
B6DCV0	unassigned
B6DCX2	unassigned
B6DCX4	unassigned
B6DCX5	unassigned
B6DCX6	unassigned
B6DCX7	unassigned
B6DCX8	unassigned
B6DCX9	unassigned
B6DCY0	unassigned
B6DCY2	unassigned
B6DCY3	unassigned
B6DCY4	unassigned
B6DCY5	unassigned
B6DCY6	unassigned
B6DCY7	unassigned
B6DCY8	unassigned
B6DCY9	unassigned
B6DCZ0	unassigned
B6DCZ1	unassigned
B6DCZ2	unassigned
B6DCZ3	unassigned
B6DCZ4	unassigned
B6DCZ5	unassigned
B6DCZ6	unassigned
B6DCZ7	unassigned
B6DCZ8	unassigned
B6DCZ9	unassigned
B6DD00	unassigned
B6DD01	unassigned
B6DD02	unassigned
B6DD03	unassigned
B6DD04	unassigned
B6DD05	unassigned
B6DD06	unassigned
B6DD07	unassigned
B6DD08	unassigned
B6DD09	unassigned
B6DD10	unassigned
B6DD11	unassigned
B6DD12	unassigned
B6DD13	unassigned
B6DD14	unassigned
B6DD15	unassigned
B6DD16	unassigned
B6DD17	unassigned
B6DD18	unassigned
B6DD19	unassigned
B6DD20	unassigned
B6DD21	unassigned
B6DD22	unassigned
B6DD23	unassigned
B6DD24	unassigned
B6DD25	unassigned
B6DD26	unassigned
B6DD27	unassigned
B6DD28	unassigned
B6DD29	unassigned
B6DD30	unassigned
B6DD31	unassigned
B6DD32	unassigned
B6DD33	unassigned
B6DD52	unassigned
B6DD53	unassigned
B6DD54	unassigned
B6DD55	unassigned
B6DD56	unassigned
B6DD57	unassigned
B6DD58	unassigned
B6DD59	unassigned
B6EWW8	unassigned
B6GXZ8	unassigned
B6H3H1	zymogen_protease
B6HL60	zymogen_protease
B6HY14	convertase
B6IB31	unassigned
B6K9M7	unassigned
B6KAM0	unassigned
B6V6L0	unassigned
B6V865	zymogen_protease
B6V867	zymogen_protease
B6VA84	zymogen_protease
B6VA86	zymogen_protease
B6VA87	zymogen_protease
B6YSW2	zymogen_protease
B6YXV3	zymogen_protease
B7G6D3	zymogen_protease
B7GIR0	unassigned
B7HCU7	zymogen_protease
B7HE75	unassigned
B7HPM0	zymogen_protease
B7HQK0	unassigned
B7IIV4	unassigned
B7IYH4	zymogen_protease
B7JNV3	zymogen_protease
B7JQ28	unassigned
B7JVQ3	unassigned
B7K989	unassigned
B7L5E9	unassigned
B7LJU7	negative_context
B7LZY9	unassigned
B7M893	negative_context
B7M9V0	unassigned
B7MAM0	negative_context
B7MV44	unassigned
B7NB47	unassigned
B7NUP2	unassigned
B7URT6	unassigned
B7XFT1	convertase
B8D673	zymogen_protease
B8D683	zymogen_protease
B8DHK8	unassigned
B8FUS1	unassigned
B8GG66	zymogen_protease
B8H8L6	zymogen_protease
B8HTR1	unassigned
B8I178	unassigned
B8JLQ9	zymogen_protease
B8K1V9	unassigned
B8MF81	zymogen_protease
B8N106	zymogen_protease
B8N7S7	unassigned
B8N7Z8	zymogen_protease
B8N8M2	zymogen_protease
B8NCQ5	unassigned
B8NLY9	zymogen_protease
B8NVB7	negative_context
B8NYX1	zymogen_protease
B8QG00	unassigned
B8XGQ4	zymogen_protease
B8XGQ6	zymogen_protease
B8XGQ7	zymogen_protease
B8XGQ8	zymogen_protease
B8XGR3	zymogen_protease
B8XH22	unassigned
B8XH40	unassigned
B8XH45	negative_context
B8XH46	unassigned
B8XH50	convertase
B8ZPV1	unassigned
B8ZRF3	zymogen_protease
B9DNE8	unassigned
B9DU56	unassigned
B9E020	unassigned
B9ENM6	unassigned
B9IY88	zymogen_protease
B9IZ18	unassigned
B9J3S4	zymogen_protease
B9LTS6	zymogen_protease
B9MRB7	unassigned
B9TQX1	unassigned
B9TQX2	unassigned
B9TQX3	unassigned
B9TQX4	unassigned
B9U443	unassigned
B9UIY3	convertase
B9W4V6	unassigned
C0H690	convertase
C0H691	convertase
C0H692	convertase
C0H693	convertase
C0H694	convertase
C0HJE6	negative_context
C0HJF6	unassigned
C0HJI1	negative
C0HJI2	negative
C0HJI3	negative
C0HJI4	negative
C0HJI5	negative
C0HJI6	negative
C0HJI7	negative
C0HJI8	negative
C0HJK0	negative
C0HJQ4	negative_context
C0HJT9	negative
C0HJU0	negative
C0HJV6	unassigned
C0HJV7	unassigned
C0HJV8	unassigned
C0HJZ6	convertase
C0HJZ7	convertase
C0HJZ8	convertase
C0HJZ9	convertase
C0HK00	convertase
C0HK01	convertase
C0HK02	convertase
C0HK03	convertase
C0HK26	convertase
C0HK27	unassigned
C0HK57	unassigned
C0HKA2	zymogen_protease
C0HKA3	zymogen_protease
C0HKA4	zymogen_protease
C0HKA5	zymogen_protease
C0HKA6	zymogen_protease
C0HKF6	convertase
C0HKF7	zymogen_protease
C0HKF8	zymogen_protease
C0HKG0	unassigned
C0HKG1	unassigned
C0HKG7	unassigned
C0HKG8	unassigned
C0HKG9	unassigned
C0HKR1	convertase
C0HKR2	convertase
C0HKS0	convertase
C0HKS1	convertase
C0HKS3	convertase
C0HKS4	convertase
C0HKS5	convertase
C0HKS6	convertase
C0HKT1	convertase
C0HKT2	convertase
C0HKT3	convertase
C0HKT4	convertase
C0HKT6	convertase
C0HKU0	convertase
C0HKU2	convertase
C0HKV8	convertase
C0HKV9	convertase
C0HKW7	convertase
C0HL17	convertase
C0HL58	unassigned
C0HL59	unassigned
C0HL65	negative_context
C0HL91	convertase
C0HL92	convertase
C0HLG4	unassigned
C0HLM6	negative
C0HLS4	convertase
C0HM54	negative
C0HM68	convertase
C0HMD2	unassigned
C0HMD3	unassigned
C0HMD4	unassigned
C0K3N1	unassigned
C0KYC3	convertase
C0KYC4	convertase
C0KYC5	convertase
C0KYC6	convertase
C0LRA7	unassigned
C0M7I0	unassigned
C0ME76	unassigned
C0NVM2	zymogen_protease
C0P381	unassigned
C0S3M9	negative_context
C0SJ49	zymogen_protease
C0STK6	negative_context
C0XTM5	unassigned
C0ZZU7	zymogen_protease
C1AQ26	zymogen_protease
C1ASP7	zymogen_protease
C1BJ98	unassigned
C1C7A1	unassigned
C1CE94	unassigned
C1CKH0	unassigned
C1CRK7	unassigned
C1ESL5	zymogen_protease
C1ETN9	unassigned
C1FVW6	unassigned
C1G2I2	negative_context
C1GMY8	zymogen_protease
C1HC91	zymogen_protease
C1IBZ3	convertase
C1IC04	convertase
C1J5M5	convertase
C1J5M6	convertase
C1J5M7	convertase
C1JAR9	convertase
C1KIY9	convertase
C1KVI7	unassigned
C3L3J4	unassigned
C3L5S4	zymogen_protease
C3L6X4	unassigned
C3LS71	negative_context
C3LUP3	zymogen_protease
C3MQ16	zymogen_protease
C3MRE5	zymogen_protease
C3MVD5	zymogen_protease
C3MY41	zymogen_protease
C3MZI0	zymogen_protease
C3N5N4	zymogen_protease
C3N7K2	zymogen_protease
C3NE98	zymogen_protease
C3NFX2	zymogen_protease
C3NHF1	zymogen_protease
C3P8M7	zymogen_protease
C3P9C8	unassigned
C3RT17	convertase
C3RT18	convertase
C3RT22	convertase
C3RT23	convertase
C3RT24	convertase
C3TS04	unassigned
C3TS06	unassigned
C3TS07	unassigned
C3TS08	unassigned
C3TS10	unassigned
C3VVN5	unassigned
C3VVN6	unassigned
C3Z6E6	convertase
C4B4E4	unassigned
C4JLL1	zymogen_protease
C4KHB0	zymogen_protease
C4KIR0	zymogen_protease
C4L4N3	unassigned
C4N9P6	convertase
C4PRC1	unassigned
C4PWC3	unassigned
C4PWC4	unassigned
C4YHA6	unassigned
C4YMJ3	convertase
C4YNQ5	convertase
C4YSF6	convertase
C4Z9Z8	unassigned
C4ZY59	unassigned
C5A2D5	zymogen_protease
C5A7L1	zymogen_protease
C5BVA2	zymogen_protease
C5D4U8	zymogen_protease
C5D5G7	unassigned
C5FBS2	zymogen_protease
C5FGX1	zymogen_protease
C5FH26	zymogen_protease
C5FH27	zymogen_protease
C5FJA5	zymogen_protease
C5FMY5	zymogen_protease
C5FPS1	zymogen_protease
C5FRQ0	zymogen_protease
C5FS55	zymogen_protease
C5FVN6	zymogen_protease
C5FW30	zymogen_protease
C5FX37	zymogen_protease
C5FXZ6	zymogen_protease
C5FZ39	zymogen_protease
C5FZ57	zymogen_protease
C5G1D1	zymogen_protease
C5GRP9	zymogen_protease
C5H0C7	convertase
C5H0C8	convertase
C5H0D4	convertase
C5H0D5	convertase
C5H0D6	convertase
C5H0D7	convertase
C5H0D8	convertase
C5H0D9	convertase
C5H0E0	convertase
C5H0E1	convertase
C5H0E2	convertase
C5IB03	convertase
C5J886	unassigned
C5J887	convertase
C5J888	convertase
C5J893	convertase
C5J897	convertase
C5J8E3	convertase
C5JX80	zymogen_protease
C5NSL2	convertase
C5NZ69	zymogen_protease
C5NZ70	zymogen_protease
C5NZT2	zymogen_protease
C5P1W9	zymogen_protease
C5P552	zymogen_protease
C5P5Q3	zymogen_protease
C5P6D1	zymogen_protease
C5P6L5	zymogen_protease
C5P9H3	zymogen_protease
C5PCB1	zymogen_protease
C5PCX1	zymogen_protease
C5PEI9	zymogen_protease
C5PFR5	zymogen_protease
C5PGK9	zymogen_protease
C6A2V9	zymogen_protease
C6A3R1	zymogen_protease
C6DPV1	zymogen_protease
C6EVG1	convertase
C6EVG2	convertase
C6EVG7	convertase
C6FX52	negative
C6HH71	zymogen_protease
C6KSX0	unassigned
C6WID8	zymogen_protease
C6Y4B3	negative_context
C6Y4B5	unassigned
C6ZDB5	zymogen_protease
C6ZH27	unassigned
C6ZJQ2	unassigned
C7B247	convertase
C7C1L2	unassigned
C7DQB7	convertase
C7DQB8	convertase
C7DQB9	convertase
C7DQC0	convertase
C7DQC1	convertase
C7DQC2	convertase
C7DQX6	convertase
C7DQX7	convertase
C7DQX8	convertase
C7DQX9	convertase
C7DQY0	unassigned
C7DT09	unassigned
C7GQJ1	unassigned
C7GS61	unassigned
C7LYP7	zymogen_protease
C7MWV7	zymogen_protease
C7NQ99	zymogen_protease
C7NVQ4	zymogen_protease
C7P6N4	zymogen_protease
C7PVV2	zymogen_protease
C7R403	zymogen_protease
C7Z6W1	zymogen_protease
C8CK74	unassigned
C8CK75	unassigned
C8CK76	unassigned
C8CK77	unassigned
C8CK78	unassigned
C8CK79	unassigned
C8XAQ4	zymogen_protease
C8ZGM3	unassigned
C9D7R2	zymogen_protease
C9D7R3	zymogen_protease
C9EIC7	convertase
C9K4X8	convertase
C9REN7	zymogen_protease
C9Z4D0	zymogen_protease
D0EXD3	unassigned
D0KRX1	zymogen_protease
D0KTH0	zymogen_protease
D0LDT1	zymogen_protease
D0N0J7	negative_context
D0PX84	convertase
D0PX85	convertase
D0PX86	convertase
D0VX09	negative
D1A2S9	zymogen_protease
D1A3V2	zymogen_protease
D1BHT9	zymogen_protease
D1BS26	zymogen_protease
D1FNJ7	unassigned
D1MEI6	unassigned
D1MEI7	unassigned
D1MEI8	unassigned
D1MEI9	unassigned
D1MEJ0	unassigned
D1MEJ1	unassigned
D1MEJ2	unassigned
D1MEJ3	unassigned
D1Z199	zymogen_protease
D2ATV1	zymogen_protease
D2DGD3	unassigned
D2DGD4	unassigned
D2DGD5	unassigned
D2DGD6	unassigned
D2DGD7	convertase
D2DGD8	unassigned
D2DGD9	unassigned
D2IT41	negative
D2KBH9	convertase
D2KX90	convertase
D2KX91	convertase
D2KX92	convertase
D2PDG6	zymogen_protease
D2PK63	zymogen_protease
D2Q4H4	zymogen_protease
D2RGT4	zymogen_protease
D2RQX3	zymogen_protease
D2RUI0	zymogen_protease
D2S6E2	zymogen_protease
D2XUU4	unassigned
D2XUU5	unassigned
D2XUU6	unassigned
D2XUU7	unassigned
D2XUU8	unassigned
D2XUU9	unassigned
D2XUV0	unassigned
D2XUV1	unassigned
D2Y100	unassigned
D2Y101	unassigned
D2Y102	unassigned
D2Y168	unassigned
D2Y169	unassigned
D2Y170	unassigned
D2Y171	unassigned
D2Y172	unassigned
D2Y173	unassigned
D2Y174	unassigned
D2Y1X6	unassigned
D2Y1X7	unassigned
D2Y1X8	unassigned
D2Y1X9	unassigned
D2Y1Y0	unassigned
D2Y1Y1	unassigned
D2Y1Y2	unassigned
D2Y1Y3	unassigned
D2Y1Y4	unassigned
D2Y1Y5	unassigned
D2Y1Y6	unassigned
D2Y1Y7	unassigned
D2Y1Y8	unassigned
D2Y1Y9	unassigned
D2Y1Z0	unassigned
D2Y1Z1	unassigned
D2Y1Z2	unassigned
D2Y1Z3	unassigned
D2Y1Z4	unassigned
D2Y1Z5	unassigned
D2Y1Z6	unassigned
D2Y1Z7	unassigned
D2Y1Z8	unassigned
D2Y1Z9	unassigned
D2Y200	unassigned
D2Y201	unassigned
D2Y202	unassigned
D2Y203	unassigned
D2Y204	unassigned
D2Y205	unassigned
D2Y206	unassigned
D2Y207	unassigned
D2Y208	unassigned
D2Y209	unassigned
D2Y210	unassigned
D2Y211	unassigned
D2Y212	unassigned
D2Y213	unassigned
D2Y214	unassigned
D2Y215	unassigned
D2Y216	unassigned
D2Y217	unassigned
D2Y218	unassigned
D2Y219	unassigned
D2Y220	unassigned
D2Y221	unassigned
D2Y222	unassigned
D2Y223	unassigned
D2Y224	unassigned
D2Y225	unassigned
D2Y226	unassigned
D2Y227	unassigned
D2Y228	unassigned
D2Y229	unassigned
D2Y230	unassigned
D2Y231	unassigned
D2Y232	unassigned
D2Y233	unassigned
D2Y234	unassigned
D2Y235	unassigned
D2Y236	unassigned
D2Y237	unassigned
D2Y238	unassigned
D2Y239	unassigned
D2Y240	unassigned
D2Y241	unassigned
D2Y242	unassigned
D2Y243	unassigned
D2Y244	unassigned
D2Y246	unassigned
D2Y247	unassigned
D2Y248	unassigned
D2Y249	unassigned
D2Y250	unassigned
D2Y251	unassigned
D2Y252	unassigned
D2Y253	unassigned
D2Y254	unassigned
D2Y255	unassigned
D2Y256	unassigned
D2Y257	unassigned
D2Y258	unassigned
D2Y259	unassigned
D2Y260	unassigned
D2Y261	unassigned
D2Y262	unassigned
D2Y263	unassigned
D2Y264	unassigned
D2Y265	unassigned
D2Y266	unassigned
D2Y267	unassigned
D2Y268	unassigned
D2Y269	unassigned
D2Y270	unassigned
D2Y271	unassigned
D2Y272	unassigned
D2Y273	unassigned
D2Y274	unassigned
D2Y275	unassigned
D2Y276	unassigned
D2Y277	unassigned
D2Y278	unassigned
D2Y279	unassigned
D2Y280	unassigned
D2Y281	unassigned
D2Y282	unassigned
D2Y283	unassigned
D2Y284	unassigned
D2Y285	unassigned
D2Y286	unassigned
D2Y287	unassigned
D2Y288	unassigned
D2Y289	unassigned
D2Y290	unassigned
D2Y291	unassigned
D2Y292	unassigned
D2Y293	unassigned
D2Y294	unassigned
D2Y295	unassigned
D2Y296	unassigned
D2Y297	unassigned
D2Y298	unassigned
D2Y299	unassigned
D2Y2A0	unassigned
D2Y2A1	unassigned
D2Y2A2	unassigned
D2Y2A3	unassigned
D2Y2A4	unassigned
D2Y2A5	unassigned
D2Y2A6	unassigned
D2Y2A7	unassigned
D2Y2A8	unassigned
D2Y2A9	unassigned
D2Y2B0	unassigned
D2Y2B1	unassigned
D2Y2B2	unassigned
D2Y2B3	unassigned
D2Y2B4	unassigned
D2Y2B5	unassigned
D2Y2B6	unassigned
D2Y2B7	unassigned
D2Y2B8	unassigned
D2Y2B9	unassigned
D2Y2C1	unassigned
D2Y2C2	unassigned
D2Y2C3	unassigned
D2Y2C4	unassigned
D2Y2C5	unassigned
D2Y2C6	unassigned
D2Y2C7	unassigned
D2Y2C8	unassigned
D2Y2C9	unassigned
D2Y2D0	unassigned
D2Y2D1	unassigned
D2Y2D2	unassigned
D2Y2D3	unassigned
D2Y2D4	unassigned
D2Y2D5	unassigned
D2Y2D6	unassigned
D2Y2D7	unassigned
D2Y2D8	unassigned
D2Y2D9	unassigned
D2Y2E8	unassigned
D2Y2E9	unassigned
D2Y2F0	unassigned
D2Y2F1	unassigned
D2Y2F2	unassigned
D2Y2F3	unassigned
D2Y2F4	unassigned
D2Y2F5	unassigned
D2Y2F6	unassigned
D2Y2F7	unassigned
D2Y2F8	unassigned
D2Y2F9	unassigned
D2Y2G0	unassigned
D2Y2G1	unassigned
D2Y2G2	unassigned
D2Y2G3	unassigned
D2Y2G4	unassigned
D2Y2G5	unassigned
D2Y2G6	unassigned
D2Y2G7	unassigned
D2Y2G8	unassigned
D2Y2G9	unassigned
D2Y2H0	unassigned
D2Y2H1	unassigned
D2Y2H2	unassigned
D2Y2H3	unassigned
D2Y2H4	unassigned
D2Y2H5	unassigned
D2Y2H6	unassigned
D2Y2H7	unassigned
D2Y2H8	unassigned
D2Y2H9	unassigned
D2Y2I0	unassigned
D2Y2I1	unassigned
D2Y2I2	unassigned
D2Y2I3	unassigned
D2Y2I5	unassigned
D2Y2I6	unassigned
D2Y2I9	unassigned
D2Y2J1	unassigned
D2Y2J2	unassigned
D2Y2J3	unassigned
D2Y2J4	unassigned
D2Y2J5	unassigned
D2Y2J6	unassigned
D2Y2J8	unassigned
D2Y2J9	unassigned
D2Y2K0	unassigned
D2Y2K1	unassigned
D2Y2K2	unassigned
D2Y2K3	unassigned
D2Y2K4	unassigned
D2Y2K5	unassigned
D2Y2K6	unassigned
D2Y2K7	unassigned
D2Y2K8	unassigned
D2Y2K9	unassigned
D2Y2L0	unassigned
D2Y2L2	unassigned
D2Y2L3	unassigned
D2Y2L5	unassigned
D2Y2L7	unassigned
D2Y2L8	unassigned
D2Y2M0	unassigned
D2Y2M1	unassigned
D2Y2M2	unassigned
D2Y2M3	unassigned
D2Y2M4	unassigned
D2Y2M5	unassigned
D2Y2M6	unassigned
D2Y2M8	unassigned
D2Y2M9	unassigned
D2Y2N0	unassigned
D2Y2N1	unassigned
D2Y2N2	unassigned
D2Y2N3	unassigned
D2Y2N4	unassigned
D2Y2N5	unassigned
D2Y2N6	unassigned
D2Y2N7	unassigned
D2Y2N9	unassigned
D2Y2P0	unassigned
D2Y2P1	unassigned
D2Y2P2	unassigned
D2Y2P3	unassigned
D2Y2P5	unassigned
D2Y2P6	unassigned
D2Y2P8	unassigned
D2Y2Q1	unassigned
D2Y2Q2	unassigned
D2Y2Q5	unassigned
D2Y2Q6	unassigned
D2Y2Q7	unassigned
D2Y2Q8	unassigned
D2Y2Q9	unassigned
D2Y2R1	unassigned
D2Y2R3	unassigned
D2Y2R4	unassigned
D2Y3T1	unassigned
D2Y3T3	unassigned
D2Y492	unassigned
D2Y493	convertase
D2Y495	convertase
D2Y496	convertase
D2Y499	convertase
D2YZQ3	convertase
D2Z1D6	negative
D3E0A3	zymogen_protease
D3JWK2	unassigned
D3JWK7	unassigned
D3JYA5	unassigned
D3JYA6	unassigned
D3Q557	zymogen_protease
D3RX66	zymogen_protease
D3S8M7	zymogen_protease
D3SSQ6	zymogen_protease
D3VML5	unassigned
D3Z752	convertase
D3Z7Q2	negative
D3ZS74	zymogen_protease
D3ZTT2	unassigned
D3ZZ07	zymogen_protease
D4A2Q0	negative_context
D4A540	convertase
D4A6L0	negative_context
D4AIF1	zymogen_protease
D4AIS3	zymogen_protease
D4AKU9	zymogen_protease
D4ALQ5	unassigned
D4ANC3	zymogen_protease
D4AP52	zymogen_protease
D4APA9	zymogen_protease
D4APE2	negative_context
D4APE3	zymogen_protease
D4APX3	unassigned
D4AQ54	negative_context
D4AQA9	zymogen_protease
D4AQG0	zymogen_protease
D4AQH0	unassigned
D4AS12	zymogen_protease
D4AT07	unassigned
D4AT39	zymogen_protease
D4ATC3	unassigned
D4AUF4	negative_context
D4AUH1	unassigned
D4AWY5	zymogen_protease
D4AXU8	unassigned
D4AXW3	zymogen_protease
D4AYQ6	unassigned
D4AZC5	unassigned
D4AZK1	zymogen_protease
D4AZK9	unassigned
D4B194	zymogen_protease
D4B1B1	unassigned
D4B2Q8	unassigned
D4B385	zymogen_protease
D4B388	unassigned
D4B3I5	unassigned
D4B5D4	unassigned
D4B5N0	zymogen_protease
D4B5N1	zymogen_protease
D4CZ60	zymogen_protease
D4CZQ4	zymogen_protease
D4D0F5	zymogen_protease
D4D1U5	zymogen_protease
D4D674	zymogen_protease
D4D6Q4	zymogen_protease
D4D7C5	zymogen_protease
D4D8N9	negative_context
D4D8U6	zymogen_protease
D4DD24	zymogen_protease
D4DEN7	zymogen_protease
D4DFT3	zymogen_protease
D4DGR1	zymogen_protease
D4DIS6	zymogen_protease
D4DIW9	zymogen_protease
D4DL57	zymogen_protease
D4DLA2	zymogen_protease
D4G0R3	unassigned
D4GPK6	negative_context
D4GSY9	negative_context
D4GWY0	unassigned
D4GWY2	unassigned
D4GYZ1	zymogen_protease
D4HPD6	convertase
D4HRK4	convertase
D5EAS6	zymogen_protease
D5FM38	convertase
D5GRW4	convertase
D5J6X1	unassigned
D5J9S0	unassigned
D5KR59	unassigned
D5KXG7	unassigned
D5KXG8	unassigned
D5KXG9	unassigned
D5KXH0	unassigned
D5KXH1	unassigned
D5KXH2	unassigned
D5KXH3	unassigned
D5KXH6	unassigned
D5L5Q7	convertase
D5LGE0	convertase
D6C4H5	unassigned
D6C4H8	unassigned
D6C4H9	convertase
D6C4I0	convertase
D6C4I3	unassigned
D6C4I6	unassigned
D6C4I7	convertase
D6C4I8	convertase
D6C4I9	convertase
D6C4J0	convertase
D6C4J3	convertase
D6C4J7	unassigned
D6C4J8	unassigned
D6C4J9	negative
D6C4K0	unassigned
D6C4K2	unassigned
D6C4K3	unassigned
D6C4K5	convertase
D6C4K9	unassigned
D6C4L1	unassigned
D6C4L2	unassigned
D6C4L3	unassigned
D6C4L4	unassigned
D6C4L5	convertase
D6C4L6	unassigned
D6C4L7	unassigned
D6C4L8	unassigned
D6C4L9	convertase
D6C4M0	unassigned
D6C4M1	unassigned
D6C4M2	unassigned
D6C4M3	unassigned
D6CFW3	unassigned
D7GXG5	unassigned
D9IWN6	unassigned
D9IWN7	unassigned
D9IX97	unassigned
D9U2A7	unassigned
D9U2B1	unassigned
D9U2B8	convertase
E0WX65	unassigned
E0Y418	zymogen_protease
E0Y419	zymogen_protease
E0Y420	zymogen_protease
E0Y421	zymogen_protease
E1AWD2	convertase
E1AWD3	convertase
E1AWD4	convertase
E1AWD5	convertase
E1AWD6	convertase
E1AWD7	convertase
E1AWD8	convertase
E1AWE0	convertase
E1AXF5	convertase
E1AXF6	convertase
E1AXF9	convertase
E1B228	convertase
E1B230	convertase
E1B231	convertase
E1B240	convertase
E1B241	convertase
E1B242	convertase
E1B243	convertase
E1B245	convertase
E1B247	convertase
E1B248	convertase
E1UYT9	unassigned
E1UYU0	unassigned
E1ZVK1	convertase
E1ZZF9	convertase
E2A1R1	convertase
E2A3M7	convertase
E2A6P1	unassigned
E2A6Z3	convertase
E2ADX8	convertase
E2AFK9	convertase
E2AJ76	unassigned
E2ARW3	unassigned
E2ASG4	unassigned
E2AX75	convertase
E2AZE8	convertase
E2DIH5	unassigned
E2DIH6	unassigned
E2E4E4	convertase
E2E4L2	convertase
E2S061	convertase
E2S062	convertase
E2S063	convertase
E2S064	convertase
E2S065	convertase
E2S066	convertase
E3P6N9	negative_context
E3P6S4	convertase
E3PQQ8	convertase
E3QQU9	zymogen_protease
E3S6P9	zymogen_protease
E3YBA4	unassigned
E4UN97	zymogen_protease
E4UPZ4	zymogen_protease
E4UWA4	zymogen_protease
E4UY04	zymogen_protease
E4V2L6	zymogen_protease
E4V2V9	zymogen_protease
E4V5C5	zymogen_protease
E4V655	zymogen_protease
E4VP04	negative
E4VP07	convertase
E4VP43	unassigned
E4VP50	convertase
E4Z7G0	convertase
E4ZHQ5	zymogen_protease
E5A7T3	zymogen_protease
E5AJX2	zymogen_protease
E5D3Z8	zymogen_protease
E5KIB6	unassigned
E5L0E3	zymogen_protease
E5L0E4	zymogen_protease
E5L0E5	zymogen_protease
E5L0E6	zymogen_protease
E5R1B9	zymogen_protease
E6ZBE2	convertase
E7EKC4	convertase
E7EKC5	convertase
E7EKD0	convertase
E7EKD4	convertase
E7EKD6	unassigned
E7EKD9	convertase
E7EKE0	convertase
E7EKE1	convertase
E7EKH1	convertase
E7EKH2	convertase
E7EKH3	convertase
E7EKH4	convertase
E7EKH5	convertase
E7EKH6	convertase
E7EKH7	convertase
E7EKI0	convertase
E7EKI9	convertase
E7EKJ5	convertase
E7EKJ6	convertase
E7EKJ7	convertase
E7EKM1	convertase
E7EZ53	convertase
E7F4V6	zymogen_protease
E7F6V0	zymogen_protease
E8RMD3	unassigned
E8RUP8	unassigned
E8RUP9	unassigned
E9DBV9	zymogen_protease
E9DUF4	zymogen_protease
E9F277	zymogen_protease
E9PV24	negative
F0T377	unassigned
F0URV0	zymogen_protease
F0X8C8	zymogen_protease
F1AWB0	unassigned
F1DFM9	convertase
F1M928	unassigned
F1MDB2	negative
F1N5C8	unassigned
F1NV61	zymogen_protease
F1QQI2	convertase
F1R4U0	unassigned
F1RWC3	convertase
F1T149	convertase
F1T150	convertase
F1T151	convertase
F1T152	convertase
F1T153	convertase
F1T154	convertase
F1T155	convertase
F1T156	convertase
F1T157	convertase
F2QXM5	unassigned
F2XFS9	convertase
F4HPF1	zymogen_protease
F4HSQ2	zymogen_protease
F4HVZ1	zymogen_protease
F4HZB9	unassigned
F4I082	unassigned
F4IG09	zymogen_protease
F4IVN9	unassigned
F4JA91	zymogen_protease
F4JIG1	unassigned
F4JJH4	zymogen_protease
F4JJH5	zymogen_protease
F4JJL0	unassigned
F4JJL3	unassigned
F4JJL8	zymogen_protease
F4JL85	unassigned
F4K6R7	unassigned
F4KB79	unassigned
F4KEL0	zymogen_protease
F4KGD4	zymogen_protease
F5C0A0	unassigned
F5C3T9	unassigned
F5C3U4	convertase
F5CPD9	negative_context
F5CPE8	unassigned
F5CPF0	unassigned
F5CPF1	unassigned
F6JWU7	unassigned
F6JWU8	unassigned
F6JWU9	unassigned
F6JWV0	unassigned
F6JWV1	unassigned
F6JWV2	unassigned
F6JWV3	unassigned
F6K5S6	convertase
F6PTN1	zymogen_protease
F7UI84	convertase
F7UI85	convertase
F7UI86	convertase
F7UI87	convertase
F7UI88	convertase
F8J2D0	unassigned
F8J2D2	unassigned
F8J4S0	unassigned
F8RKW2	unassigned
F8S0Z7	unassigned
F8S114	zymogen_protease
F8S116	zymogen_protease
F8S122	unassigned
F9FRH4	negative_context
G0LFX8	unassigned
G0LWV9	convertase
G0R947	unassigned
G0RA32	unassigned
G0RFK8	unassigned
G0RH85	unassigned
G0RUP7	unassigned
G0W2H8	convertase
G0W2H9	convertase
G0W2I0	convertase
G0W2I1	convertase
G1AS73	unassigned
G1AS74	convertase
G1AS75	convertase
G1AS76	unassigned
G1AS77	unassigned
G1AS78	convertase
G1AS79	unassigned
G1AS80	convertase
G1AS81	unassigned
G1AS82	convertase
G1AS83	convertase
G1CWH1	unassigned
G1CWH3	unassigned
G1CWH5	unassigned
G1CWH6	unassigned
G1CWH8	unassigned
G1FE62	convertase
G1UB63	unassigned
G1UBC2	unassigned
G1XAA9	unassigned
