accession	mechanism
P22757	zymogen_protease
P22858	convertase
P22891	convertase
P22894	zymogen_protease
P22923	convertase
P22981	unassigned
P23026	unassigned
P23093	unassigned
P23097	zymogen_protease
P23188	convertase
P23359	unassigned
P23363	convertase
P23377	convertase
P23439	unassigned
P23440	unassigned
P23472	unassigned
P23491	convertase
P23515	unassigned
P23560	convertase
P23578	zymogen_protease
P23582	convertase
P23613	unassigned
P23631	convertase
P23694	zymogen_protease
P23695	convertase
P23724	unassigned
P23776	convertase
P23780	zymogen_protease
P23907	unassigned
P23943	convertase
P23946	zymogen_protease
P24091	unassigned
P24158	zymogen_protease
P24259	unassigned
P24268	zymogen_protease
P24338	unassigned
P24347	convertase
P24393	convertase
P24406	unassigned
P24492	unassigned
P24807	unassigned
P24822	unassigned
P24823	unassigned
P24856	unassigned
P24936	unassigned
P25031	unassigned
P25043	zymogen_protease
P25062	unassigned
P25063	unassigned
P25116	unassigned
P25155	convertase
P25250	zymogen_protease
P25291	unassigned
P25349	unassigned
P25374	unassigned
P25378	unassigned
P25427	convertase
P25428	convertase
P25491	unassigned
P25653	unassigned
P25686	unassigned
P25723	convertase
P25773	zymogen_protease
P25774	zymogen_protease
P25779	zymogen_protease
P25805	zymogen_protease
P25810	unassigned
P25918	unassigned
P25975	zymogen_protease
P26016	convertase
P26214	zymogen_protease
P26660	zymogen_protease
P26661	zymogen_protease
P26662	zymogen_protease
P26663	zymogen_protease
P26664	zymogen_protease
P26779	convertase
P26824	unassigned
P26992	unassigned
P27064	unassigned
P27091	convertase
P27092	unassigned
P27093	convertase
P27104	unassigned
P27106	unassigned
P27177	unassigned
P27197	unassigned
P27213	unassigned
P27274	unassigned
P27395	convertase
P27435	zymogen_protease
P27502	zymogen_protease
P27539	convertase
P27590	unassigned
P27596	unassigned
P27654	unassigned
P27664	unassigned
P27909	convertase
P27912	convertase
P27913	convertase
P27915	convertase
P27954	unassigned
P27955	unassigned
P27956	unassigned
P27957	unassigned
P27958	zymogen_protease
P27959	unassigned
P27960	unassigned
P27961	unassigned
P28039	zymogen_protease
P28053	zymogen_protease
P28061	zymogen_protease
P28062	zymogen_protease
P28063	zymogen_protease
P28065	zymogen_protease
P28070	unassigned
P28072	zymogen_protease
P28073	zymogen_protease
P28074	zymogen_protease
P28075	zymogen_protease
P28076	zymogen_protease
P28077	zymogen_protease
P28293	zymogen_protease
P28296	zymogen_protease
P28300	unassigned
P28301	unassigned
P28309	unassigned
P28310	unassigned
P28311	unassigned
P28319	unassigned
P28327	unassigned
P28481	unassigned
P28576	convertase
P28653	unassigned
P28654	unassigned
P28656	unassigned
P28800	unassigned
P28825	zymogen_protease
P28826	zymogen_protease
P28840	convertase
P28841	convertase
P28862	zymogen_protease
P28880	unassigned
P29001	zymogen_protease
P29026	zymogen_protease
P29027	zymogen_protease
P29068	zymogen_protease
P29119	convertase
P29120	convertase
P29121	convertase
P29122	convertase
P29141	zymogen_protease
P29165	convertase
P29293	zymogen_protease
P29416	zymogen_protease
P29452	zymogen_protease
P29466	zymogen_protease
P29560	convertase
P29594	zymogen_protease
P29595	unassigned
P29717	convertase
P29794	convertase
P29837	convertase
P29838	convertase
P29846	zymogen_protease
P29957	unassigned
P29990	convertase
P29991	convertase
P29996	unassigned
P30026	convertase
P30403	zymogen_protease
P30430	convertase
P30431	zymogen_protease
P30432	convertase
P30558	unassigned
P30561	unassigned
P30617	unassigned
P30656	zymogen_protease
P30657	unassigned
P30714	unassigned
P30836	unassigned
P30885	convertase
P30944	convertase
P31021	unassigned
P31107	convertase
P31178	zymogen_protease
P31240	convertase
P31358	unassigned
P31371	unassigned
P31394	convertase
P31428	zymogen_protease
P31429	zymogen_protease
P31430	zymogen_protease
P31689	unassigned
P31837	convertase
P31838	convertase
P31944	zymogen_protease
P31955	unassigned
P31997	unassigned
P32019	unassigned
P32038	zymogen_protease
P32089	unassigned
P32252	unassigned
P32253	unassigned
P32254	unassigned
P32323	unassigned
P32329	convertase
P32455	unassigned
P32456	unassigned
P32478	convertase
P32623	unassigned
P32648	convertase
P32736	unassigned
P32768	unassigned
P32883	unassigned
P32886	convertase
P32926	convertase
P33072	unassigned
P33146	convertase
P33147	convertase
P33148	convertase
P33150	convertase
P33151	convertase
P33186	unassigned
P33287	unassigned
P33378	zymogen_protease
P33432	unassigned
P33434	zymogen_protease
P33435	zymogen_protease
P33436	zymogen_protease
P33478	convertase
P33515	convertase
P33587	convertase
P33712	unassigned
P33726	unassigned
P34004	unassigned
P34007	unassigned
P34067	unassigned
P34098	zymogen_protease
P34115	unassigned
P34116	unassigned
P34130	convertase
P34144	unassigned
P34145	unassigned
P34146	unassigned
P34148	unassigned
P34149	unassigned
P34165	unassigned
P34166	unassigned
P34182	zymogen_protease
P34226	unassigned
P34821	unassigned
P34822	convertase
P34960	zymogen_protease
P35030	zymogen_protease
P35052	unassigned
P35053	unassigned
P35070	unassigned
P35230	unassigned
P35231	unassigned
P35280	unassigned
P35282	unassigned
P35286	unassigned
P35288	unassigned
P35293	unassigned
P35318	convertase
P35433	unassigned
P35456	unassigned
P35555	unassigned
P35556	unassigned
P35621	convertase
P35747	convertase
P35765	convertase
P35835	zymogen_protease
P35846	unassigned
P35869	unassigned
P35913	unassigned
P36015	unassigned
P36060	unassigned
P36170	unassigned
P36184	zymogen_protease
P36193	convertase
P36217	unassigned
P36218	unassigned
P36364	unassigned
P36368	zymogen_protease
P36369	zymogen_protease
P36373	zymogen_protease
P36375	zymogen_protease
P36775	zymogen_protease
P36860	unassigned
P38040	unassigned
P38182	unassigned
P38248	unassigned
P38567	unassigned
P38568	unassigned
P38571	unassigned
P38624	zymogen_protease
P38704	zymogen_protease
P38836	unassigned
P38844	unassigned
P38894	unassigned
P39038	convertase
P39045	zymogen_protease
P39105	unassigned
P39898	zymogen_protease
P39899	zymogen_protease
P39900	zymogen_protease
P39905	convertase
P40147	convertase
P40148	convertase
P40199	unassigned
P40244	unassigned
P40252	unassigned
P40306	zymogen_protease
P40682	unassigned
P40792	unassigned
P40793	unassigned
P40855	unassigned
P40933	unassigned
P40953	unassigned
P41221	unassigned
P41245	zymogen_protease
P41246	zymogen_protease
P41413	convertase
P41534	convertase
P41535	convertase
P41539	convertase
P41540	convertase
P41585	convertase
P41694	convertase
P41738	unassigned
P41740	unassigned
P41855	convertase
P41964	unassigned
P42098	convertase
P42099	convertase
P42210	zymogen_protease
P42565	convertase
P42573	zymogen_protease
P42574	zymogen_protease
P42575	zymogen_protease
P42662	zymogen_protease
P42785	zymogen_protease
P42790	zymogen_protease
P42825	unassigned
P42835	unassigned
P42854	unassigned
P43021	convertase
P43026	convertase
P43027	convertase
P43028	convertase
P43029	convertase
P43032	convertase
P43076	unassigned
P43094	convertase
P43096	convertase
P43119	unassigned
P43145	convertase
P43234	zymogen_protease
P43235	zymogen_protease
P43252	unassigned
P43253	unassigned
P43296	zymogen_protease
P43297	zymogen_protease
P43322	unassigned
P43353	unassigned
P43434	zymogen_protease
P43477	zymogen_protease
P43497	unassigned
P43508	zymogen_protease
P43527	zymogen_protease
P43648	unassigned
P45436	zymogen_protease
P45452	zymogen_protease
P45453	unassigned
P45658	unassigned
P45697	unassigned
P46075	zymogen_protease
P46076	convertase
P46085	unassigned
P46158	unassigned
P46593	unassigned
P46629	unassigned
P46638	unassigned
P46844	unassigned
P46881	unassigned
P46925	zymogen_protease
P47001	convertase
P47002	zymogen_protease
P47033	unassigned
P47178	unassigned
P47212	convertase
P47932	convertase
P47969	convertase
P47983	convertase
P47984	convertase
P48030	unassigned
P48052	zymogen_protease
P48143	convertase
P48148	unassigned
P48183	unassigned
P48284	unassigned
P48299	convertase
P48346	unassigned
P48448	unassigned
P48540	convertase
P48554	unassigned
P48555	unassigned
P48645	convertase
P48678	unassigned
P48679	unassigned
P48756	convertase
P48794	unassigned
P48798	unassigned
P48800	unassigned
P48829	convertase
P48830	convertase
P48831	convertase
P48832	convertase
P48833	convertase
P49000	unassigned
P49001	convertase
P49003	convertase
P49012	convertase
P49046	zymogen_protease
P49065	convertase
P49126	unassigned
P49290	unassigned
P49454	unassigned
P49616	unassigned
P49662	zymogen_protease
P49767	convertase
P49822	convertase
P49862	zymogen_protease
P49863	zymogen_protease
P49864	zymogen_protease
P49913	convertase
P49927	unassigned
P49935	zymogen_protease
P50103	zymogen_protease
P50150	unassigned
P50151	unassigned
P50175	convertase
P50280	zymogen_protease
P50281	convertase
P50282	zymogen_protease
P50339	zymogen_protease
P50593	unassigned
P50715	unassigned
P50757	zymogen_protease
P50982	unassigned
P50983	convertase
P51124	zymogen_protease
P51153	unassigned
P51157	unassigned
P51158	unassigned
P51160	unassigned
P51437	unassigned
P51457	unassigned
P51459	convertase
P51460	convertase
P51511	convertase
P51512	convertase
P51516	unassigned
P51517	zymogen_protease
P51518	zymogen_protease
P51559	convertase
P51641	unassigned
P51653	unassigned
P51654	unassigned
P51655	unassigned
P51740	unassigned
P51765	unassigned
P51865	unassigned
P51878	zymogen_protease
P52113	unassigned
P52176	zymogen_protease
P52198	unassigned
P52307	unassigned
P52407	unassigned
P52498	unassigned
P52700	unassigned
P52731	unassigned
P52793	unassigned
P52797	unassigned
P52798	unassigned
P52801	unassigned
P52803	unassigned
P52823	unassigned
P52826	unassigned
P52961	unassigned
P53004	unassigned
P53007	unassigned
P53140	unassigned
P53219	unassigned
P53301	unassigned
P53334	convertase
P53347	convertase
P53366	convertase
P53379	zymogen_protease
P53501	unassigned
P53634	zymogen_protease
P53690	convertase
P53785	convertase
P53786	convertase
P53813	convertase
P53872	unassigned
P53879	unassigned
P54130	unassigned
P54422	zymogen_protease
P54423	zymogen_protease
P54602	unassigned
P54631	convertase
P54660	unassigned
P54826	unassigned
P54958	zymogen_protease
P55085	unassigned
P55086	unassigned
P55089	convertase
P55090	convertase
P55095	convertase
P55097	zymogen_protease
P55102	convertase
P55105	unassigned
P55107	convertase
P55108	convertase
P55206	convertase
P55207	convertase
P55209	unassigned
P55210	zymogen_protease
P55211	zymogen_protease
P55212	zymogen_protease
P55213	zymogen_protease
P55214	zymogen_protease
P55215	zymogen_protease
P55258	unassigned
P55259	unassigned
P55280	convertase
P55283	convertase
P55284	convertase
P55285	convertase
P55286	convertase
P55287	convertase
P55288	convertase
P55289	convertase
P55290	convertase
P55291	convertase
P55292	convertase
P55330	unassigned
P55849	convertase
P55850	convertase
P55853	unassigned
P55854	unassigned
P55956	zymogen_protease
P56159	unassigned
P56174	convertase
P56202	zymogen_protease
P56473	unassigned
P56488	unassigned
P56633	unassigned
P56636	unassigned
P56638	unassigned
P56674	zymogen_protease
P56778	unassigned
P56817	zymogen_protease
P56818	zymogen_protease
P56819	zymogen_protease
P56974	unassigned
P57735	unassigned
P57748	zymogen_protease
P58019	unassigned
P58397	convertase
P58514	unassigned
P58604	unassigned
P58786	unassigned
P58806	unassigned
P58808	unassigned
P58811	unassigned
P58913	convertase
P58920	unassigned
P59384	convertase
P59509	convertase
P59510	convertase
P59511	convertase
P59665	unassigned
P59666	unassigned
P59768	unassigned
P59888	zymogen_protease
P59996	zymogen_protease
P60022	unassigned
P60041	convertase
P60042	convertase
P60043	unassigned
P60044	unassigned
P60274	unassigned
P60517	unassigned
P60519	unassigned
P60520	unassigned
P60521	unassigned
P60590	unassigned
P60755	unassigned
P60756	unassigned
P60763	unassigned
P60764	unassigned
P60766	unassigned
P60852	convertase
P60924	unassigned
P60952	unassigned
P60953	unassigned
P61006	unassigned
P61007	unassigned
P61028	unassigned
P61103	convertase
P61148	unassigned
P61149	unassigned
P61223	unassigned
P61224	unassigned
P61225	unassigned
P61226	unassigned
P61227	unassigned
P61278	convertase
P61312	convertase
P61516	convertase
P61585	unassigned
P61586	unassigned
P61587	unassigned
P61588	unassigned
P61589	unassigned
P61768	unassigned
P61849	convertase
P61855	convertase
P61869	zymogen_protease
P61870	zymogen_protease
P61871	convertase
P61872	convertase
P61914	convertase
P61952	unassigned
P61956	unassigned
P61957	unassigned
P61959	unassigned
P61960	unassigned
P61961	unassigned
P62070	unassigned
P62490	unassigned
P62491	unassigned
P62492	unassigned
P62493	unassigned
P62494	unassigned
P62745	unassigned
P62746	unassigned
P62747	unassigned
P62833	unassigned
P62834	unassigned
P62835	unassigned
P62836	unassigned
P62903	unassigned
P62998	unassigned
P62999	unassigned
P63000	unassigned
P63001	unassigned
P63032	unassigned
P63033	unassigned
P63036	unassigned
P63037	unassigned
P63153	convertase
P63165	unassigned
P63166	unassigned
P63186	zymogen_protease
P63211	unassigned
P63212	unassigned
P63215	unassigned
P63218	unassigned
P63239	convertase
P63240	convertase
P63292	unassigned
P63320	unassigned
P63321	unassigned
P63322	unassigned
P67861	unassigned
P67863	unassigned
P67970	convertase
P67986	unassigned
P67992	unassigned
P67997	unassigned
P68259	convertase
P68425	unassigned
P68500	unassigned
P68515	convertase
P68577	unassigned
P68593	unassigned
P68827	zymogen_protease
P68885	zymogen_protease
P68950	unassigned
P68951	unassigned
P69019	convertase
P69192	zymogen_protease
P69193	zymogen_protease
P69327	convertase
P69328	convertase
P69391	unassigned
P69560	unassigned
P69657	unassigned
P69747	convertase
P69929	convertase
P70160	convertase
P70180	unassigned
P70195	zymogen_protease
P70269	zymogen_protease
P70343	zymogen_protease
P70375	convertase
P70380	unassigned
P70407	convertase
P70408	convertase
P70458	unassigned
P70505	zymogen_protease
P70550	unassigned
P70615	unassigned
P70677	zymogen_protease
P70699	unassigned
P72194	zymogen_protease
P73069	unassigned
P78329	unassigned
P78333	unassigned
P78536	convertase
P78735	zymogen_protease
P79076	unassigned
P79110	unassigned
P79141	unassigned
P79331	convertase
P79728	unassigned
P79762	convertase
P79874	convertase
P79953	zymogen_protease
P80009	zymogen_protease
P80010	zymogen_protease
P80012	convertase
P80015	zymogen_protease
P80025	convertase
P80065	zymogen_protease
P80067	zymogen_protease
P80219	zymogen_protease
P80236	unassigned
P80470	unassigned
P80550	unassigned
P80561	zymogen_protease
P80884	zymogen_protease
P80966	unassigned
P81054	zymogen_protease
P81160	unassigned
P81172	convertase
P81204	unassigned
P81278	convertase
P81297	zymogen_protease
P81428	convertase
P81446	unassigned
P81605	zymogen_protease
P81615	convertase
P81694	unassigned
P81755	unassigned
P81829	convertase
P82270	unassigned
P82271	unassigned
P82476	convertase
P82600	convertase
P82683	unassigned
P82705	unassigned
P82706	unassigned
P82807	convertase
P82993	unassigned
P83080	convertase
P83253	unassigned
P83303	unassigned
P83370	zymogen_protease
P83512	zymogen_protease
P83561	unassigned
P83748	zymogen_protease
P83755	unassigned
P83831	unassigned
P83860	unassigned
P83912	zymogen_protease
P83919	unassigned
P83947	unassigned
P83967	unassigned
P84095	unassigned
P84096	unassigned
P84189	unassigned
P84348	convertase
P84349	convertase
P84350	convertase
P84715	unassigned
P84845	convertase
P85013	convertase
P85171	unassigned
P85857	convertase
P85886	unassigned
P86013	unassigned
P86146	unassigned
P86147	unassigned
P86392	zymogen_protease
P86471	unassigned
P86475	unassigned
P86476	unassigned
P86546	convertase
P86547	convertase
P86716	unassigned
P86899	unassigned
P87252	unassigned
P89951	unassigned
P90820	unassigned
P91793	convertase
P91863	convertase
P91889	convertase
P91953	zymogen_protease
P92172	convertase
P92978	unassigned
P93198	unassigned
P94416	unassigned
P95493	zymogen_protease
P97291	convertase
P97297	convertase
P97326	convertase
P97348	unassigned
P97463	unassigned
P97467	convertase
P97553	unassigned
P97574	unassigned
P97604	unassigned
P97605	unassigned
P97636	unassigned
P97708	convertase
P97737	convertase
P97766	unassigned
P97785	unassigned
P97821	zymogen_protease
P97857	convertase
P97864	zymogen_protease
P97873	convertase
P97946	convertase
P97953	convertase
P98060	convertase
P98063	convertase
P98070	convertase
P98074	zymogen_protease
P98131	unassigned
P98133	unassigned
P99026	unassigned
P9WEW3	zymogen_protease
P9WHT9	zymogen_protease
P9WK09	unassigned
P9WMK7	unassigned
Q00193	convertase
Q00202	unassigned
Q00245	unassigned
Q00246	unassigned
Q00269	zymogen_protease
Q00493	convertase
Q00514	unassigned
Q00515	unassigned
Q00516	unassigned
Q00517	unassigned
Q007T2	unassigned
Q00829	unassigned
Q00947	zymogen_protease
Q00981	zymogen_protease
Q00991	unassigned
Q01107	convertase
Q01112	unassigned
Q01129	unassigned
Q01149	unassigned
Q01177	convertase
Q01299	convertase
Q01403	unassigned
Q01404	unassigned
Q01514	unassigned
Q01524	unassigned
Q01532	zymogen_protease
Q01580	unassigned
Q01589	unassigned
Q01594	unassigned
Q01662	zymogen_protease
Q01721	unassigned
Q01819	unassigned
Q01957	zymogen_protease
Q01958	zymogen_protease
Q01972	zymogen_protease
Q02224	unassigned
Q02246	unassigned
Q02297	unassigned
Q02401	zymogen_protease
Q02413	convertase
Q02487	convertase
Q02765	zymogen_protease
Q02815	unassigned
Q02844	zymogen_protease
Q02853	convertase
Q02928	unassigned
Q02936	zymogen_protease
Q03023	zymogen_protease
Q03178	convertase
Q03180	convertase
Q03206	unassigned
Q03252	unassigned
Q03405	unassigned
Q03463	zymogen_protease
Q03556	unassigned
Q03655	unassigned
Q03674	unassigned
Q03763	convertase
Q04119	zymogen_protease
Q04538	convertase
Q04592	convertase
Q04618	convertase
Q04756	zymogen_protease
Q04906	convertase
Q04951	convertase
Q04970	unassigned
Q04997	convertase
Q04998	convertase
Q04999	convertase
Q05028	convertase
Q05031	unassigned
Q05062	unassigned
Q05063	unassigned
Q05144	unassigned
Q05164	unassigned
Q05495	unassigned
Q05588	unassigned
Q05744	zymogen_protease
Q05777	unassigned
Q058G9	unassigned
Q05915	unassigned
Q05927	unassigned
Q05928	unassigned
Q05957	unassigned
Q05996	convertase
Q06033	unassigned
Q06135	unassigned
Q06141	unassigned
Q06145	convertase
Q06175	unassigned
Q06186	unassigned
Q06605	zymogen_protease
Q06826	convertase
Q06902	zymogen_protease
Q06AU2	unassigned
Q06PM8	convertase
Q07009	zymogen_protease
Q07104	unassigned
Q07105	convertase
Q07212	unassigned
Q07287	convertase
Q072L5	zymogen_protease
Q072L6	zymogen_protease
Q07418	unassigned
Q07488	unassigned
Q07490	unassigned
Q074N0	convertase
Q07731	convertase
